syndrome_name,group,feature,n_disease,n_healthy_matched,evidence_level,disease_mean,healthy_mean,mean_difference,disease_median,healthy_median,median_difference,mann_whitney_u,p_value,hedges_g,abs_hedges_g,hedges_g_ci_lower,hedges_g_ci_upper,ci_excludes_zero,effect_category,direction,within_group_fdr_q_value,within_group_significant_fdr,global_fdr_q_value,global_significant_fdr,high_priority
3MC syndrome,Middle Eastern,eb_lateral_thickness_mean,9,142,exploratory,0.0011314617752430332,0.0009109060566544232,0.00022055571858861005,0.0011408905635601,0.0009122338308831,0.00022865673267699995,1274.0,6.131092243614777e-07,3.081711435243639,3.081711435243639,2.579495467077823,3.7371790710173936,True,large,higher_in_disease,3.2836676364271463e-05,True,0.0001181512567779931,True,False
3MC syndrome,Middle Eastern,eb_thickness_mean,9,142,exploratory,0.02020427559577949,0.014997628982252138,0.005206646613527351,0.0210477684157477,0.014978449052911201,0.0060693193628365005,1255.0,1.3134670545708586e-06,2.956975217872561,2.956975217872561,2.266689195386793,3.790859030576674,True,large,higher_in_disease,3.2836676364271463e-05,True,0.00020983374138000115,True,False
3MC syndrome,Middle Eastern,eb_thickness_r,9,142,exploratory,0.020948016142823635,0.014836464997363578,0.006111551145460057,0.0211600620480905,0.0144294428482532,0.006730619199837301,1211.0,7.05991255332464e-06,2.551057141600178,2.551057141600178,1.7424077512112064,3.5103986861092773,True,large,higher_in_disease,9.805434101839779e-05,True,0.0007397317229450782,True,False
3MC syndrome,Middle Eastern,eb_position_mean,9,142,exploratory,0.49760253370780716,0.33209794274997073,0.16550459095783643,0.4904135728594541,0.3320793893519409,0.15833418350751316,1263.0,9.555235918866736e-07,2.513760483027215,2.513760483027215,2.102962905580837,3.035599309380812,True,large,higher_in_disease,3.2836676364271463e-05,True,0.00016454827812410137,True,False
3MC syndrome,Middle Eastern,eb_position_r,9,142,exploratory,0.49806933829404876,0.33002685900643947,0.1680424792876093,0.5035164630683003,0.33035769978623397,0.17315876328206636,1258.0,1.1662639718325311e-06,2.500610540020054,2.500610540020054,2.037904294011899,3.0431841823241026,True,large,higher_in_disease,3.2836676364271463e-05,True,0.00019198879366819421,True,False
3MC syndrome,Middle Eastern,eb_position_l,9,142,exploratory,0.4971357291215654,0.33416902649350194,0.16296670262806345,0.4912381971505991,0.3364528907408211,0.154785306409778,1266.0,8.47221752600762e-07,2.466746004434814,2.466746004434814,2.0663972555396146,2.9261296089554625,True,large,higher_in_disease,3.2836676364271463e-05,True,0.00015076174121236797,True,False
3MC syndrome,Middle Eastern,eb_arch_mean,9,142,exploratory,0.17259120757523436,0.12722115377714097,0.04537005379809339,0.1722015317434419,0.1257097661785888,0.0464917655648531,1242.0,2.184856321634861e-06,2.406005630009057,2.406005630009057,1.8963777098632284,3.0481454431350117,True,large,higher_in_disease,4.55178400340596e-05,True,0.00031206495623350863,True,False
3MC syndrome,Middle Eastern,eb_arch_l,9,142,exploratory,0.17463120932013645,0.12521595445450934,0.04941525486562712,0.1773466603971132,0.12335908015890565,0.053987580238207544,1214.0,6.3181384412007575e-06,2.2860371204505223,2.2860371204505223,1.6698909383572467,3.029219837899128,True,large,higher_in_disease,9.805434101839779e-05,True,0.0006818324401129151,True,False
3MC syndrome,Middle Eastern,inter_canthal_distance,9,142,exploratory,0.2800983044488856,0.24781450491703394,0.032283799531851676,0.2890668058922196,0.2487617533323983,0.04030505255982131,1067.0,0.0007792459563495565,2.151155617623091,2.151155617623091,1.0678483204063856,3.460446489194689,True,large,higher_in_disease,0.006064519542069871,True,0.02161919171207327,True,False
3MC syndrome,Middle Eastern,jaw_to_forehead_ratio,9,142,exploratory,0.9834838012087272,1.0943950398023572,-0.11091123859362995,0.9502441367044956,1.0933804559201645,-0.14313631921566894,213.0,0.0008247746577215025,-2.0145869510092473,2.0145869510092473,-3.29341787674092,-0.8338924112993951,True,large,lower_in_disease,0.006064519542069871,True,0.022409603687619007,True,False
