group_1,group_2,feature,n_group_1,n_group_2,mean_group_1,mean_group_2,median_group_1,median_group_2,mann_whitney_u,p_value,hedges_g,abs_hedges_g,effect_category,direction,within_pair_fdr_q_value,within_pair_significant_fdr
African,East Asian,eb_thickness_l,143,143,0.016237195008806715,0.015377409516974555,0.0160776889059464,0.0152566641494749,12075.0,0.008160229048480532,0.30762484152923564,0.30762484152923564,small,higher_in_African,0.02266730291244592,True
African,East Asian,eb_thickness_mean,143,143,0.016088890274516005,0.015341243503081518,0.0161602160658627,0.015334509399301,12776.0,0.0002645499500818478,0.43866293223072783,0.43866293223072783,small,higher_in_African,0.000893749831357594,True
African,East Asian,eb_inter_distance,143,143,0.202216591542269,0.19214803528256313,0.2019535043943998,0.1925426149012135,14943.0,1.5155682992638482e-11,0.843220614740885,0.843220614740885,large,higher_in_African,9.472301870399051e-11,True
African,East Asian,eb_medial_flare_r,143,143,-0.09997296045384078,-0.07919652398676312,-0.0952766035651795,-0.0795058644089235,8294.0,0.0057843565009811785,-0.36711841656554495,0.36711841656554495,small,higher_in_East Asian,0.01721534672911065,True
African,East Asian,eb_medial_flare_mean,143,143,-0.09919877910053851,-0.08277651077255418,-0.0990539770990209,-0.0829242932549584,8456.0,0.011467738144214201,-0.32418564983235726,0.32418564983235726,small,higher_in_East Asian,0.031162331913625548,True
African,East Asian,eb_lateral_thickness_mean,143,143,0.000949895207760123,0.0009791834278169295,0.0009360733582243,0.0009767036064144,8141.0,0.002896246856423688,-0.34459566523236734,0.34459566523236734,small,higher_in_East Asian,0.009050771426324024,True
African,East Asian,eye_fissure_length_r,143,143,0.2060107187495451,0.18705060668819942,0.2048474567903742,0.1869452187577189,16832.0,3.469002700782935e-21,1.324733245113528,1.324733245113528,large,higher_in_African,4.8180593066429655e-20,True
African,East Asian,eye_fissure_height_r,143,143,0.07134435244252858,0.059340598443846676,0.0748302140154858,0.0602459566409731,13615.0,1.2505424797153167e-06,0.5936890802183248,0.5936890802183248,medium,higher_in_African,5.390269309117745e-06,True
African,East Asian,eye_fissure_length_l,143,143,0.2080004320587738,0.18695644670229458,0.2061453158517504,0.1864867064431473,17298.0,4.7945669335978856e-24,1.443803833325082,1.443803833325082,large,higher_in_African,8.561726667139081e-23,True
African,East Asian,eye_fissure_height_l,143,143,0.06998256989918504,0.05887468614413572,0.0732014382305752,0.0607050056444631,13546.0,2.0463551567665555e-06,0.5495947533846203,0.5495947533846203,medium,higher_in_African,8.526479819860648e-06,True
African,East Asian,eye_fissure_length_mean,143,143,0.20700557540415943,0.187003526695247,0.207146283294597,0.1856469366467026,18667.0,1.494690493681775e-33,1.9557543175453886,1.9557543175453886,large,higher_in_African,1.8683631171022188e-31,True
African,East Asian,eye_fissure_height_mean,143,143,0.07066346117085681,0.0591076422939912,0.0741153315314137,0.0608681148957797,13623.0,1.1804197615876172e-06,0.5747480102315629,0.5747480102315629,medium,higher_in_African,5.269731078516148e-06,True
African,East Asian,inter_pupillary_distance,143,143,0.4748534279778442,0.43437265562967037,0.4769160217448054,0.4328138741965674,18518.0,1.9467077360485614e-32,1.8658040710689106,1.8658040710689106,large,higher_in_African,1.2166923350303509e-30,True
African,East Asian,outer_canthal_distance,143,143,0.6688454411923601,0.6256130645873745,0.6670191278333124,0.6241179272238252,17890.0,5.9236879763306605e-28,1.6296743259387318,1.6296743259387318,large,higher_in_African,1.8511524926033314e-26,True
African,East Asian,canthal_to_pupillary_ratio,143,143,0.5404602553469873,0.584363092675697,0.5380942161134635,0.5841695915507596,2356.0,2.2982497187600017e-29,-1.7059770986225347,1.7059770986225347,large,higher_in_East Asian,9.576040494833341e-28,True
African,East Asian,eye_area_r,143,143,0.009957925140518433,0.0075419038065528835,0.010397462991973,0.0077574019179853,14676.0,1.957856831028389e-10,0.8075812980858522,0.8075812980858522,large,higher_in_African,1.1653909708502315e-09,True
African,East Asian,eye_area_l,143,143,0.009880358856408507,0.007536520223944873,0.0103250015269337,0.0077169467546769,14483.0,1.13877735166853e-09,0.7687310648950589,0.7687310648950589,medium,higher_in_African,5.69388675834265e-09,True
African,East Asian,eye_area_mean,143,143,0.00991914199846347,0.007539212015248872,0.0102475282480606,0.0076335337879667,14648.0,2.539342758535785e-10,0.8007480634705711,0.8007480634705711,large,higher_in_African,1.4428083855316962e-09,True
African,East Asian,iris_offset_x_r,143,143,-0.02404900418584835,0.031964746161307976,-0.0338163328368048,0.0303331929155165,4811.0,9.925923628645943e-15,-0.879065557398853,0.879065557398853,large,higher_in_East Asian,7.754627834879642e-14,True
African,East Asian,iris_offset_x_l,143,143,0.030602013027945223,0.0019915719122578952,0.0316461740178528,-0.0016412149190548,13249.0,1.5315368921949835e-05,0.46420194662570685,0.46420194662570685,small,higher_in_African,5.6306503389521445e-05,True
African,East Asian,gaze_asym_x,143,143,-0.054651017213793576,0.0299731742490501,-0.0610603960864527,0.0292208988231,2746.0,1.0975788142336008e-26,-1.5580467365411987,1.5580467365411987,large,higher_in_East Asian,2.743947035584002e-25,True
African,East Asian,gaze_asym_norm,143,143,0.06678268819316735,0.04998672284683267,0.0656004182166978,0.0424552920152869,13030.0,6.047523179505753e-05,0.434136130927723,0.434136130927723,small,higher_in_African,0.00021598297069663403,True
African,East Asian,nose_bridge_width,143,143,0.08212955030080693,0.07811411087085843,0.0822589732137699,0.0778707366301791,16706.0,1.9080105859140246e-20,1.2477875762663935,1.2477875762663935,large,higher_in_African,2.385013232392531e-19,True
African,East Asian,nose_tip_width,143,143,0.290349699248848,0.2607516257657103,0.2875249890876222,0.2596538520598785,17630.0,3.365205602737427e-26,1.530562438288709,1.530562438288709,large,higher_in_African,7.0108450057029725e-25,True
African,East Asian,nose_base_width,143,143,0.25595115681484953,0.22772168920808464,0.2534748256719546,0.2248087988598007,16951.0,6.732120754831325e-22,1.3364665102367128,1.3364665102367128,large,higher_in_African,1.0518938679423945e-20,True
African,East Asian,nose_tip_to_bridge_ratio,143,143,3.533859926909581,3.3368058202303215,3.5101041428990887,3.317097134223697,16210.0,1.1472227487798957e-17,1.1441362084172648,1.1441362084172648,large,higher_in_African,1.3036622145226088e-16,True
African,East Asian,nostril_region_area,143,143,0.016942657299799446,0.014411944578746156,0.0165643858283105,0.0145230068048107,16008.0,1.3477591294485561e-16,1.0970708548763706,1.0970708548763706,large,higher_in_African,1.4039157598422459e-15,True
African,East Asian,nasolabial_angle,143,143,165.50905871433793,169.07128424265065,168.18188251329602,170.6409507225857,8320.0,0.006477367981660381,-0.37594714591928924,0.37594714591928924,small,higher_in_East Asian,0.01882955808622204,True
African,East Asian,ala_flare_angle,143,143,167.31097608124335,169.61856413855205,167.96549446116214,171.08500354172517,8514.0,0.014478093694149251,-0.31745368125587897,0.31745368125587897,small,higher_in_East Asian,0.03770336899518034,True
African,East Asian,columella_hang_below_ala,143,143,0.04045630537547077,0.027182577385510713,0.0383148522505834,0.025493835815887,12704.0,0.00039292278002255493,0.46231649306562306,0.46231649306562306,small,higher_in_African,0.0012593678846876762,True
African,East Asian,nose_to_face_area_ratio,143,143,0.04020159935314416,0.03614260454986178,0.0404840932826711,0.0358748241250658,14490.0,1.0697198261784278e-09,0.7816000461577883,0.7816000461577883,medium,higher_in_African,5.5714574280126444e-09,True
African,East Asian,mouth_width,143,143,0.3951857855336863,0.3443126991010569,0.3850515756851527,0.3392404713339157,15147.0,1.948691610837516e-12,0.9157386513323748,0.9157386513323748,large,higher_in_African,1.2820339544983658e-11,True
African,East Asian,mouth_upper_curvature_c2,143,143,1.5196129441187485,2.075357051457662,1.5391725974334125,2.082495985053992,7600.0,0.0001753372664151114,-0.5169686494592747,0.5169686494592747,medium,higher_in_East Asian,0.000608809952830248,True
African,East Asian,lip_midline_x_std,143,143,0.004123836461133385,0.002765319640916183,0.0027905433951096,0.0021886113431508,12262.0,0.003582453861300846,0.3407101175820675,0.3407101175820675,small,higher_in_African,0.010922115430795262,True
African,East Asian,chin_height,143,143,0.1549721520789479,0.17519051336794225,0.1553245860711904,0.1751277064444674,7156.0,1.1491427588172525e-05,-0.5480054880915715,0.5480054880915715,medium,higher_in_East Asian,4.4888389016298925e-05,True
African,East Asian,chin_width,143,143,0.33061863145276854,0.321308139685079,0.3283756229408838,0.3186704729871586,13254.0,1.4826340202018483e-05,0.4671607641704972,0.4671607641704972,small,higher_in_African,5.616037955310031e-05,True
African,East Asian,chin_pointedness_angle,143,143,149.1143404864694,151.56402610452724,149.5341632923766,151.56705381949337,7726.0,0.0003543184583203059,-0.4744306768119188,0.4744306768119188,small,higher_in_East Asian,0.0011655212444746906,True
African,East Asian,forehead_width_upper,143,143,0.754050694943354,0.7266776234375778,0.7562203642706645,0.7258021682896083,15960.0,2.391134133746435e-16,1.1096750799428867,1.1096750799428867,large,higher_in_African,2.2991674362946492e-15,True
African,East Asian,forehead_width_mid,143,143,0.8915401790904378,0.8659956822081283,0.8921050152139562,0.8662447390824891,15671.0,6.840792234767599e-15,1.0452601416434546,1.0452601416434546,large,higher_in_African,5.700660195639666e-14,True
African,East Asian,forehead_taper_ratio,143,143,0.8456487862228818,0.8390320774363398,0.8459182388974668,0.8379874890821988,15771.0,2.1847256586536403e-15,1.014297283960847,1.014297283960847,large,higher_in_African,1.9506479095121788e-14,True
African,East Asian,face_aspect_ratio,143,143,0.8916399937573195,0.9197667518592662,0.8937302860979434,0.918375624203046,7034.0,5.079645525962909e-06,-0.567948286280178,0.567948286280178,medium,higher_in_East Asian,2.0482441636947215e-05,True
African,East Asian,face_roundness,143,143,0.9535466873492051,0.9632747825893914,0.955084585796676,0.96405966652234,6204.0,9.013900195515503e-09,-0.7649378127008636,0.7649378127008636,medium,higher_in_East Asian,4.333605863228608e-08,True
African,East Asian,face_width_uniformity,143,143,0.7703666362146115,0.7577419312652516,0.7704785717593325,0.7569241830854662,15219.0,9.26127393357014e-13,0.9076283628467087,0.9076283628467087,large,higher_in_African,6.431440231645931e-12,True
African,East Asian,jaw_to_forehead_ratio,143,143,1.0448191369834081,1.0872704554673154,1.0402022551684715,1.0924904087882177,6396.0,4.4057227431191934e-08,-0.7040029569220307,0.7040029569220307,medium,higher_in_East Asian,2.0396864551477747e-07,True
