group_1,group_2,feature,n_group_1,n_group_2,mean_group_1,mean_group_2,median_group_1,median_group_2,mann_whitney_u,p_value,hedges_g,abs_hedges_g,effect_category,direction,within_pair_fdr_q_value,within_pair_significant_fdr
African,East Asian,eb_thickness_r,143,143,0.015940585540225302,0.015305077489188483,0.0159172043261539,0.0147623950584143,11736.0,0.03072458122832476,0.24746361882413795,0.24746361882413795,small,higher_in_African,0.07385716641424221,False
African,East Asian,eb_thickness_l,143,143,0.016237195008806715,0.015377409516974555,0.0160776889059464,0.0152566641494749,12075.0,0.008160229048480532,0.30762484152923564,0.30762484152923564,small,higher_in_African,0.02266730291244592,True
African,East Asian,eb_thickness_mean,143,143,0.016088890274516005,0.015341243503081518,0.0161602160658627,0.015334509399301,12776.0,0.0002645499500818478,0.43866293223072783,0.43866293223072783,small,higher_in_African,0.000893749831357594,True
African,East Asian,eb_thickness_asym,143,143,0.22670926993956783,0.19444053039998702,0.2228573350233231,0.1732160822320672,11300.0,0.12425097933664658,0.22538582233129376,0.22538582233129376,small,higher_in_African,0.21275852626138114,False
African,East Asian,eb_inter_distance,143,143,0.202216591542269,0.19214803528256313,0.2019535043943998,0.1925426149012135,14943.0,1.5155682992638482e-11,0.843220614740885,0.843220614740885,large,higher_in_African,9.472301870399051e-11,True
African,East Asian,eb_arch_r,143,143,0.1392981529363101,0.13646571139634164,0.1335111111681216,0.1347698223750449,10783.0,0.42492854078013076,0.12089697094829559,0.12089697094829559,negligible,higher_in_African,0.553292370807462,False
African,East Asian,eb_arch_l,143,143,0.1352582773263664,0.13626157232296376,0.1358745990560405,0.1344701443434957,10152.0,0.917998816967768,-0.047377762744336846,0.047377762744336846,negligible,higher_in_East Asian,0.9405725583686148,False
African,East Asian,eb_arch_mean,143,143,0.13727821513133825,0.1363636418596527,0.1377326553671315,0.1355286061085001,10608.0,0.5839236490261352,0.04949378256548539,0.04949378256548539,negligible,higher_in_African,0.665783231495594,False
African,East Asian,eb_arch_asym,143,143,0.14989922759090854,0.13105005530565222,0.1224112363400429,0.1069604915216445,11011.0,0.2610454326916307,0.17868261857870466,0.17868261857870466,negligible,higher_in_African,0.36256310096059824,False
African,East Asian,eb_position_r,143,143,0.3680374827925917,0.38513657658835687,0.3659139973699252,0.3769375519234369,8910.0,0.06025463420888543,-0.24013837328209414,0.24013837328209414,small,higher_in_East Asian,0.11955284565255046,False
African,East Asian,eb_position_l,143,143,0.37164749987602547,0.3894586469695038,0.3688441568750882,0.3783887683316707,8836.0,0.04717335846853172,-0.24599278358797183,0.24599278358797183,small,higher_in_East Asian,0.09827783014277441,False
African,East Asian,eb_position_mean,143,143,0.3698424913343086,0.38729761177893035,0.3672744948593647,0.3742227637407295,8836.0,0.04717335846853172,-0.24655870461034174,0.24655870461034174,small,higher_in_East Asian,0.09827783014277441,False
African,East Asian,eb_position_asym,143,143,0.04844089658311619,0.05025248638298276,0.0397116492351917,0.040225515471171,9796.0,0.5405316071425942,-0.04368753532789279,0.04368753532789279,negligible,higher_in_East Asian,0.6434900085030884,False
African,East Asian,eb_medial_flare_r,143,143,-0.09997296045384078,-0.07919652398676312,-0.0952766035651795,-0.0795058644089235,8294.0,0.0057843565009811785,-0.36711841656554495,0.36711841656554495,small,higher_in_East Asian,0.01721534672911065,True
African,East Asian,eb_medial_flare_l,143,143,-0.09842459774723625,-0.08635649755834529,-0.1021231795890565,-0.0814620865173511,8905.0,0.05928479784482085,-0.23804544811494546,0.23804544811494546,small,higher_in_East Asian,0.11952580210649366,False
African,East Asian,eb_lateral_thickness_r,143,143,0.0009282791596884389,0.0009791990250787599,0.0009193486905308,0.000937462460883,9395.0,0.23585517077438867,-0.18013557719732512,0.18013557719732512,negligible,higher_in_East Asian,0.3388723718022826,False
African,East Asian,eb_lateral_thickness_l,143,143,0.0009715112558318067,0.0009791678305550947,0.0009329068161252,0.0009816976082884,9927.0,0.6710636269547571,-0.027576996409509554,0.027576996409509554,negligible,higher_in_East Asian,0.7316847342142067,False
African,East Asian,eb_medial_flare_mean,143,143,-0.09919877910053851,-0.08277651077255418,-0.0990539770990209,-0.0829242932549584,8456.0,0.011467738144214201,-0.32418564983235726,0.32418564983235726,small,higher_in_East Asian,0.031162331913625548,True
African,East Asian,eb_lateral_thickness_mean,143,143,0.000949895207760123,0.0009791834278169295,0.0009360733582243,0.0009767036064144,8141.0,0.002896246856423688,-0.34459566523236734,0.34459566523236734,small,higher_in_East Asian,0.009050771426324024,True
African,East Asian,eb_lateral_thickness_asym,143,143,0.48006811069082983,0.4015913452222843,0.4237160248523413,0.3453898423205528,11565.0,0.05535187572435855,0.2564246912591121,0.2564246912591121,small,higher_in_African,0.11342597484499703,False
African,East Asian,eye_fissure_length_r,143,143,0.2060107187495451,0.18705060668819942,0.2048474567903742,0.1869452187577189,16832.0,3.469002700782935e-21,1.324733245113528,1.324733245113528,large,higher_in_African,4.8180593066429655e-20,True
African,East Asian,eye_fissure_height_r,143,143,0.07134435244252858,0.059340598443846676,0.0748302140154858,0.0602459566409731,13615.0,1.2505424797153167e-06,0.5936890802183248,0.5936890802183248,medium,higher_in_African,5.390269309117745e-06,True
African,East Asian,eye_fissure_length_l,143,143,0.2080004320587738,0.18695644670229458,0.2061453158517504,0.1864867064431473,17298.0,4.7945669335978856e-24,1.443803833325082,1.443803833325082,large,higher_in_African,8.561726667139081e-23,True
African,East Asian,eye_fissure_height_l,143,143,0.06998256989918504,0.05887468614413572,0.0732014382305752,0.0607050056444631,13546.0,2.0463551567665555e-06,0.5495947533846203,0.5495947533846203,medium,higher_in_African,8.526479819860648e-06,True
African,East Asian,eye_fissure_length_mean,143,143,0.20700557540415943,0.187003526695247,0.207146283294597,0.1856469366467026,18667.0,1.494690493681775e-33,1.9557543175453886,1.9557543175453886,large,higher_in_African,1.8683631171022188e-31,True
