shortlist_rank,demographic_layer,syndrome,feature,group,n_disease,n_healthy_matched,hedges_g,hedges_g_ci_lower,hedges_g_ci_upper,global_fdr_q_value,within_group_fdr_q_value,evidence_level,global_significant_fdr,direction_agrees_with_pooled
5,broad,Noonan syndrome,inter_pupillary_distance,European,9.0,137.0,1.1650690162342594,0.5454068602277701,2.0217294416222344,0.0857238633733183,0.1007604452434157,exploratory,False,True
5,broad,Noonan syndrome,inter_pupillary_distance,Others,2.0,137.0,1.888129286253409,1.1954857697460377,2.815299800318683,0.1636354161557357,0.1368470441038473,insufficient,False,True
6,broad,Mucopolysaccharidoses,chin_pointedness_angle,African,2.0,136.0,0.8816222575702188,0.4100202462158596,1.4032380822794488,0.5099832812579659,0.4735278911148726,insufficient,False,True
6,broad,Mucopolysaccharidoses,chin_pointedness_angle,Asian,7.0,532.0,1.412828618726218,0.7316764900084864,2.0213114026828425,0.0815941698804247,0.0200702761218077,exploratory,False,True
6,broad,Mucopolysaccharidoses,chin_pointedness_angle,European,11.0,137.0,1.3920837297816513,0.8415448302879058,1.9660832251828435,0.0195233384727493,0.0122020865454683,moderate,True,True
6,broad,Mucopolysaccharidoses,chin_pointedness_angle,Others,3.0,137.0,1.3037222217158082,0.0267765674134131,2.3931675846561293,0.3825131007928491,0.6761853943954809,insufficient,False,True
7,broad,Noonan syndrome,nose_bridge_width,African,6.0,136.0,1.598933469128495,0.4354629362687622,2.553363790978055,0.1425236650382821,0.0301353633564031,exploratory,False,True
7,broad,Noonan syndrome,nose_bridge_width,Asian,9.0,532.0,1.5622499086890205,0.7437766220895621,2.307526989302038,0.0528177620872045,0.0075191952971367,exploratory,False,True
7,broad,Noonan syndrome,nose_bridge_width,European,9.0,137.0,0.8652774163141205,0.3823100073037405,1.5212902491576223,0.1598022738772276,0.1263515994842762,exploratory,False,True
7,broad,Noonan syndrome,nose_bridge_width,Others,2.0,137.0,2.246303073537134,1.4740324933394666,3.2551199450548127,0.1153345174737203,0.1368470441038473,insufficient,False,True
8,broad,KBG SYNDROME; KBGS,jaw_bigonial_width,Asian,2.0,532.0,-2.384138607350603,-2.566076355011353,-2.204951793015358,0.2235088017218799,0.4485981229340331,insufficient,False,True
8,broad,KBG SYNDROME; KBGS,jaw_bigonial_width,European,24.0,137.0,-1.7151135097404069,-2.260679879383368,-1.265567978356357,7.359638420055082e-06,7.666290020890712e-08,primary,True,True
8,broad,KBG SYNDROME; KBGS,jaw_bigonial_width,Others,4.0,137.0,-1.0288980729157189,-2.3577816971594623,0.2352828378895623,0.462625394003393,0.957056136424921,insufficient,False,True
9,broad,WIEDEMANN-STEINER SYNDROME; WDSTS,inter_canthal_distance,Asian,11.0,532.0,2.1807338137462127,1.5661301713516538,2.8960591891517957,0.0010883487884955,0.0001813914647492,moderate,True,True
9,broad,WIEDEMANN-STEINER SYNDROME; WDSTS,inter_canthal_distance,European,2.0,137.0,1.7111457277995838,1.302221640611939,2.207982049455569,0.1859070925068613,0.955441180652316,insufficient,False,True
10,broad,Kabuki syndrome,outer_canthal_distance,Asian,19.0,532.0,1.0061200451128471,0.6025376186998943,1.4269960032724502,0.0136947897105148,0.0011729333779839,moderate,True,True
10,broad,Kabuki syndrome,outer_canthal_distance,European,13.0,137.0,1.5212706210047515,0.9883812317352408,2.117951403816545,0.003627758870548,0.0012218493418165,moderate,True,True
11,broad,Holoprosencephaly,mouth_opening,Others,2.0,137.0,1.3028301827571922,0.8814145003313915,1.797547466078256,0.3727061389436599,0.5473881764153895,insufficient,False,True
12,broad,Coffin-Siris syndrome,philtrum_length,Asian,4.0,532.0,-0.356565473502291,-0.8913933466555474,0.2427869865738079,0.7373136636636317,0.667320609274283,insufficient,False,False
12,broad,Coffin-Siris syndrome,philtrum_length,European,33.0,137.0,0.8078513746366839,0.3586264830918691,1.2590969345023153,0.1007656086977514,0.0215724462574669,primary,False,True
13,broad,KBG SYNDROME; KBGS,jaw_to_forehead_ratio,Asian,2.0,532.0,-2.204367482137086,-2.5188168424021034,-1.9021025642250449,0.2246656290295847,0.4485981229340331,insufficient,False,True
13,broad,KBG SYNDROME; KBGS,jaw_to_forehead_ratio,European,24.0,137.0,-1.5493530135543956,-2.122923429344175,-1.0969244397049067,0.0001178395397829,1.636660274763771e-06,primary,True,True
13,broad,KBG SYNDROME; KBGS,jaw_to_forehead_ratio,Others,4.0,137.0,-0.9712256126599316,-2.3197852090415494,0.3842819535666189,0.4780849018477984,0.957056136424921,insufficient,False,True
14,broad,SOTOS SYNDROME; SOTOS,forehead_width_mid,African,2.0,136.0,2.296378798568491,1.6963358834991027,2.976341520467596,0.2308279488617777,0.2681151067560691,insufficient,False,True
14,broad,SOTOS SYNDROME; SOTOS,forehead_width_mid,European,20.0,137.0,1.2187383995708378,0.7781400209593652,1.751286701342602,0.0040454387751042,0.0002380434567092,primary,True,True
15,broad,Kabuki syndrome,inter_canthal_distance,Asian,19.0,532.0,0.935909856377175,0.4316070517918874,1.4450814220156862,0.0444598734037898,0.0053567972469149,moderate,True,True
15,broad,Kabuki syndrome,inter_canthal_distance,European,13.0,137.0,1.0294090110278007,0.5095724012967932,1.6079479900651077,0.0888455857322516,0.0145794730773522,moderate,False,True
16,broad,Mucopolysaccharidoses,philtrum_length,African,2.0,136.0,-0.4219691323755146,-0.6341253232459779,-0.2388726710231805,0.734559824285465,0.5913982196080007,insufficient,False,False
16,broad,Mucopolysaccharidoses,philtrum_length,Asian,7.0,532.0,0.6914330744694921,0.1783453129784437,1.3097417184316975,0.3648029006162215,0.1905885072748535,exploratory,False,True
16,broad,Mucopolysaccharidoses,philtrum_length,European,11.0,137.0,0.8596773653039291,0.3366284528488181,1.4192836947170917,0.2246656290295847,0.2462480479271791,moderate,False,True
16,broad,Mucopolysaccharidoses,philtrum_length,Others,3.0,137.0,1.457702147139868,0.4993132525531206,2.8020662672294003,0.3119544165341197,0.6761853943954809,insufficient,False,True
17,broad,AU-KLINE SYNDROME; AUKS,nose_ala_height_l,Asian,2.0,532.0,2.241450696623795,1.5937185660465838,2.9566442069496564,0.2447110900165298,0.2236344605265512,insufficient,False,True
