review_rank,syndrome,feature,anatomical_region,feature_family,candidate_tier,n_disease,n_healthy,mean_disease,median_disease,mean_healthy,median_healthy,hedges_g,hedges_g_ci_95_low,hedges_g_ci_95_high,global_q,cliffs_delta,rank_biserial,effect_direction_bootstrap_stability,hedges_g_alternative,hedges_g_ci_95_low_alternative,hedges_g_ci_95_high_alternative,alternative_global_q,both_selections_significant,effect_direction_agrees,absolute_change_hedges_g,both_confidence_intervals_exclude_zero,interpretability_flag,editorial_rank_score,literature_status,clinical_interpretation,literature_search_terms
53,NICOLAIDES-BARAITSER SYNDROME; NCBRS,jaw_to_forehead_ratio,chin / jaw,jaw_to_forehead_ratio,primary_candidate,24,942,0.9995904802242638,0.998923902255952,1.084235035651304,1.0820499752326038,-1.3748546072114518,-1.7362203120023134,-1.0463527265237784,1.5403216404072088e-06,-0.6847133757961783,-0.6847133757961783,1.0,-1.3918193787823872,-1.755432912006999,-1.0774026209222916,8.566591051947936e-07,True,True,0.016964771570935344,True,True,13.300925064069581,unreviewed,TBD,TBD
54,AU-KLINE SYNDROME; AUKS,nose_ala_height_mean,nose,nose_ala_height,moderate_candidate,11,942,0.0745790499402249,0.0760256089250748,0.0646928255067841,0.0644010786882862,1.85582375132709,1.5256950200327235,2.184410621854545,2.927231340523193e-05,0.8895966029723992,0.8895966029723992,1.0,1.85582375132709,1.5256950200327235,2.184410621854545,2.927231340523193e-05,True,True,0.0,True,True,13.29582375132709,unreviewed,TBD,TBD
55,Noonan syndrome,eb_thickness_r,eyebrows,eb_thickness,primary_candidate,34,942,0.0175573412973159,0.0178894392793101,0.0150932583810383,0.014768934739781,0.9756733258641264,0.709425126861882,1.2787179084676834,3.6027985480003527e-06,0.5584488572499063,0.5584488572499062,1.0,1.0045786219151596,0.7275516066422423,1.315296625680045,3.158706849848856e-06,True,True,0.028905296051033202,True,True,13.277862733762058,unreviewed,TBD,TBD
56,Rubinstein-Taybi syndrome,inter_canthal_distance,eyes / orbital dimensions,inter_canthal_distance,primary_candidate,24,942,0.2735056415368456,0.2714763160751337,0.2519552872906554,0.2512061827354069,1.3566177165164266,0.888096327281935,1.7911002340234785,1.914583122019522e-05,0.6170382165605095,0.6170382165605095,1.0,1.334044937815996,0.8799153394105531,1.777868496163891,3.015032244714401e-05,True,True,0.022572778700430618,True,True,13.271472159115566,unreviewed,TBD,TBD
57,Noonan syndrome,nose_ala_height_mean,nose,nose_ala_height,primary_candidate,34,942,0.0696685481255833,0.0692453522015509,0.0646928255067841,0.0644010786882862,0.9266414570101312,0.5349589889397545,1.2902891471575555,0.0001763967112141,0.470276008492569,0.470276008492569,1.0,0.918735780809136,0.5310937200294038,1.2846330396283236,0.0001904776115397,True,True,0.007905676200995249,True,True,13.270830104608141,unreviewed,TBD,TBD
58,Noonan syndrome,nose_ala_height_r,nose,nose_ala_height,primary_candidate,34,942,0.0696190010131985,0.0694692761360671,0.0646525145080057,0.064345092646391,0.9355170585540508,0.5446101856379625,1.2974665161691992,0.0001872673293265,0.468652429124516,0.468652429124516,1.0,0.9223462077931284,0.5339498400273738,1.293992385547622,0.0002289471014928,True,True,0.013170850760922392,True,True,13.269175357032205,unreviewed,TBD,TBD
59,Noonan syndrome,nose_ala_height_l,nose,nose_ala_height,primary_candidate,34,942,0.0697180952379681,0.0690575833463484,0.0647331365055625,0.0645101186649806,0.906290629182048,0.5191135967378897,1.2978726460780174,0.000193614994553,0.4675284126389409,0.4675284126389409,1.0,0.9035721804763772,0.5177999450906708,1.2963758210721936,0.000189758943003,True,True,0.0027184487056707285,True,True,13.260853731770705,unreviewed,TBD,TBD
60,AU-KLINE SYNDROME; AUKS,nose_ala_height_r,nose,nose_ala_height,moderate_candidate,11,942,0.0742121799801752,0.0749482342322637,0.0646525145080057,0.064345092646391,1.8171829042054524,1.5047484536667146,2.129568472471979,3.3944699187996846e-05,0.8834201891526732,0.8834201891526732,1.0,1.8171829042054524,1.5047484536667146,2.129568472471979,3.314600038357339e-05,True,True,0.0,True,True,13.257182904205452,unreviewed,TBD,TBD
61,KBG SYNDROME; KBGS,philtrum_length,philtrum / mouth / lips,philtrum_length,primary_candidate,32,942,0.3399828689605426,0.3477201445785721,0.2848302841731749,0.2838415889614529,1.1184986360103202,0.671738356729675,1.5611013923556494,8.302179580882843e-05,0.5036491507430998,0.5036491507430998,1.0,1.1921303365728475,0.7018213656758072,1.671147069942519,7.682158838308122e-05,True,True,0.07363170056252732,True,True,13.251235234885264,unreviewed,TBD,TBD
62,Mucopolysaccharidoses,columella_length,nose,columella_length,primary_candidate,37,942,0.1639496920852428,0.1629017419366666,0.1319501278943887,0.1255073361687689,0.8123729797402788,0.4536553174043305,1.1784176038865908,0.0007450490542366,0.4153325299822115,0.4153325299822115,1.0,0.833092798733657,0.4729182570444903,1.2234822499012303,0.0007339036563306,True,True,0.02071981899337827,True,True,13.250933341753521,unreviewed,TBD,TBD
63,SOTOS SYNDROME; SOTOS,face_triangularity,global face shape / proportions,face_triangularity,primary_candidate,25,942,0.5963101909566544,0.5908321420745752,0.5543925309280083,0.5577225634872556,1.2505274585388348,0.9429469042441908,1.602417442538961,2.07708984080633e-06,0.6634394904458599,0.6634394904458598,1.0,1.2505274585388348,0.9429469042441908,1.602417442538961,2.063863542014064e-06,True,True,0.0,True,True,13.250527458538835,unreviewed,TBD,TBD
64,Kabuki syndrome,chin_width,chin / jaw,chin_width,primary_candidate,35,942,0.3080765403555955,0.3066785678094588,0.3263222865223431,0.3239064525203807,-0.9404694334062448,-1.2695041266267155,-0.5784904654572014,2.872066947086307e-06,-0.5575371549893843,-0.5575371549893843,1.0,-0.9854909602420328,-1.3053151769748943,-0.6350287809385242,1.1282042766754504e-06,True,True,0.04502152683578797,True,True,13.25042637973467,unreviewed,TBD,TBD
65,Noonan syndrome,chin_width,chin / jaw,chin_width,primary_candidate,34,942,0.3087726066234485,0.3090300749086284,0.3263222865223431,0.3239064525203807,-0.9094180800368444,-1.1946238569359726,-0.593333694613748,2.4829063675810663e-05,-0.515424003996503,-0.515424003996503,1.0,-0.8976840620435683,-1.171086685918659,-0.581809625508155,2.9846671801048004e-05,True,True,0.011734017993276114,True,True,13.245950044050293,unreviewed,TBD,TBD
66,Noonan syndrome,cupid_bow_drop,philtrum / mouth / lips,cupid_bow_drop,primary_candidate,34,942,0.0271646266848258,0.0270984132165695,0.0224997328687181,0.0223695233020609,0.8832286790281075,0.5531060432196185,1.2144136105922545,0.0001518112115512,0.473960284750843,0.473960284750843,1.0,0.882779941968655,0.5526523291629435,1.213749160927998,0.0001390311711914,True,True,0.00044873705945258635,True,True,13.242331204909203,unreviewed,TBD,TBD
67,Noonan syndrome,jaw_bigonial_width,chin / jaw,jaw_bigonial_width,primary_candidate,34,942,0.7708619096214724,0.7750016001546295,0.7939531567265726,0.7939190905288416,-0.9044460615208468,-1.3123921569295938,-0.454705068616466,0.0006566425351429,-0.4369926314474834,-0.4369926314474834,1.0,-0.8905029832064721,-1.3043229590340215,-0.4430551848226741,0.0007421140441662,True,True,0.01394307831437469,True,True,13.236559904892097,unreviewed,TBD,TBD
68,SOTOS SYNDROME; SOTOS,jaw_bigonial_width,chin / jaw,jaw_bigonial_width,primary_candidate,25,942,0.7627270647431612,0.7688978238993803,0.7939531567265726,0.7939190905288416,-1.2336200813935252,-1.6666352217837703,-0.8098610950622692,1.564824844233646e-05,-0.611380042462845,-0.611380042462845,1.0,-1.2336200813935252,-1.6666352217837703,-0.8098610950622692,1.499623809057244e-05,True,True,0.0,True,True,13.233620081393525,unreviewed,TBD,TBD
69,Kabuki syndrome,face_triangularity,global face shape / proportions,face_triangularity,primary_candidate,35,942,0.5858223514439036,0.5904245462840061,0.5543925309280083,0.5577225634872556,0.929810565729683,0.5252332124802915,1.3070251870060632,1.233681835772205e-05,0.5245374582954201,0.5245374582954201,1.0,0.981620248067803,0.5753498812069202,1.3746324341385994,6.0684901109168966e-06,True,True,0.05180968233812,True,True,13.226191201053444,unreviewed,TBD,TBD
70,Noonan syndrome,eb_thickness_l,eyebrows,eb_thickness,primary_candidate,34,942,0.0177998230935752,0.0180942181080846,0.0153937928030933,0.01521265454529,0.916328481247896,0.6482899211982397,1.238450826801624,8.232478900558844e-06,0.5402148120394654,0.5402148120394654,1.0,0.8825125941802586,0.6205895040043168,1.2185010877946454,2.3165794140258717e-05,True,True,0.033815887067637385,True,True,13.20869670711262,unreviewed,TBD,TBD
71,Noonan syndrome,philtrum_length,philtrum / mouth / lips,philtrum_length,primary_candidate,34,942,0.3311827903270041,0.3317287573945497,0.2848302841731749,0.2838415889614529,0.9473727862179484,0.5596387416823029,1.3214942611516562,0.0001336700815224,0.4767703259647808,0.4767703259647808,1.0,0.8967595170343345,0.5021302580126095,1.2837161601558749,0.0004004784080278,True,True,0.05061326918361386,True,True,13.206146247850722,unreviewed,TBD,TBD
72,KBG SYNDROME; KBGS,forehead_width_mid,forehead,forehead_width_mid,primary_candidate,32,942,0.9001361954161594,0.9020184320772096,0.8717933457632211,0.8709651266071212,1.0628894905370745,0.6764682543902936,1.4247146562047823,2.9981862750680037e-05,0.5265392781316348,0.5265392781316349,1.0,1.142761380901103,0.7970593864400062,1.4842779222968951,3.933385752094575e-06,True,True,0.07987189036402853,True,True,13.183145709809017,unreviewed,TBD,TBD
73,NICOLAIDES-BARAITSER SYNDROME; NCBRS,philtrum_length,philtrum / mouth / lips,philtrum_length,primary_candidate,24,942,0.3486871653739915,0.3467035195579782,0.2848302841731749,0.2838415889614529,1.310547920321264,0.9360641293842774,1.7142097279244883,7.241553969251347e-06,0.6431351733899504,0.6431351733899504,1.0,1.355070125769766,0.9930492064002278,1.7389246973508192,3.0058465223114698e-06,True,True,0.04452220544850194,True,True,13.18150350942426,unreviewed,TBD,TBD
74,Kabuki syndrome,jaw_bigonial_width,chin / jaw,jaw_bigonial_width,primary_candidate,35,942,0.7699195145495867,0.7742846508589212,0.7939531567265726,0.7939190905288416,-0.9470633362597256,-1.3590711276636398,-0.5666995016379283,0.0001331239954809,-0.470427661510464,-0.4704276615104641,1.0,-1.034203691915294,-1.4470991671222242,-0.6587531146487186,3.424943085094906e-05,True,True,0.08714035565556832,True,True,13.172782624948589,unreviewed,TBD,TBD
75,Noonan syndrome,lip_outer_to_inner_area,philtrum / mouth / lips,lip_outer_to_inner_area,primary_candidate,34,942,15.99734984301866,6.7730288474879785,8.15079136471985,4.001006455419091,0.8026203433427274,0.2501242172449821,1.4628535823123998,0.0141741989950996,0.3304608467590858,0.3304608467590857,1.0,0.8055500727083316,0.2515480418194901,1.4628535823123998,0.0096279505912288,True,True,0.0029297293656042056,True,True,13.156760884611518,unreviewed,TBD,TBD
76,NICOLAIDES-BARAITSER SYNDROME; NCBRS,forehead_width_upper,forehead,forehead_width_upper,primary_candidate,24,942,0.7676128375898547,0.7714165182046022,0.7335674050836118,0.7333062338376494,1.2718190736288908,0.8070687281205756,1.7165897276230646,3.903377633001414e-05,0.5983722576079264,0.5983722576079264,1.0,1.2201348837301262,0.7404660140646894,1.6809669439466024,7.06592789649351e-05,True,True,0.051684189898764554,True,True,13.128450693831361,unreviewed,TBD,TBD
77,SOTOS SYNDROME; SOTOS,forehead_width_upper,forehead,forehead_width_upper,primary_candidate,25,942,0.7638299128170531,0.7611937815090685,0.7335674050836118,0.7333062338376494,1.126879586893135,0.6900136920017652,1.5997619648397226,0.0006861672261791,0.5053927813163482,0.5053927813163481,1.0,1.126879586893135,0.6900136920017652,1.5997619648397226,0.0006201896082772,True,True,0.0,True,True,13.126879586893136,unreviewed,TBD,TBD
78,"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",eb_inter_distance,eyebrows,eb_inter_distance,moderate_candidate,14,942,0.2145673012423116,0.2115819918545401,0.1950117598059135,0.1945834924052124,1.566285425483779,0.7455922629186714,2.3988401821850256,0.0049100662791242,0.5753715498938429,0.575371549893843,1.0,1.566285425483779,0.7455922629186714,2.3988401821850256,0.004891947953371,True,True,0.0,True,True,13.126285425483779,unreviewed,TBD,TBD
79,Holoprosencephaly,chin_height,chin / jaw,chin_height,moderate_candidate,11,942,0.117045740252803,0.1253506586082172,0.176382523906743,0.1763056592284836,-1.6804570814546322,-2.256711819077803,-1.0400324526814264,0.0006739224649374,-0.7573827446438911,-0.7573827446438911,1.0,-1.6804570814546322,-2.256711819077803,-1.0400324526814264,0.000608704161879,True,True,0.0,True,True,13.120457081454632,unreviewed,TBD,TBD
80,"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",inter_pupillary_distance,ocular position / iris / gaze,inter_pupillary_distance,moderate_candidate,14,942,0.4918686501620061,0.4880183430167145,0.4549316656552766,0.4546033363292034,1.538618534748223,1.0182430959464477,2.128743588775438,0.0002436372802942,0.7129208371246588,0.7129208371246587,1.0,1.538618534748223,1.0182430959464477,2.128743588775438,0.0002241462978707,True,True,0.0,True,True,13.098618534748223,unreviewed,TBD,TBD
81,KBG SYNDROME; KBGS,philtrum_width,philtrum / mouth / lips,philtrum_width,primary_candidate,32,942,0.2877506798618552,0.2857710469813169,0.3008337242395867,0.2986240588266514,-0.8470243610568687,-1.1448107506221497,-0.5600059507130438,0.000101058226919,-0.498473991507431,-0.498473991507431,1.0,-0.8746163952620475,-1.1521761799748806,-0.6007965826548395,2.760352535143264e-05,True,True,0.02759203420517875,True,True,13.071840292646511,unreviewed,TBD,TBD
82,Kabuki syndrome,jaw_to_forehead_ratio,chin / jaw,jaw_to_forehead_ratio,primary_candidate,35,942,1.0345755830827297,1.0219203707134157,1.084235035651304,1.0820499752326038,-0.8020462568300393,-1.1390501991078883,-0.4780357600616647,0.0009218197730423,-0.4202608431907795,-0.4202608431907795,1.0,-0.8736900012205685,-1.2391694073373158,-0.5175317085750056,0.0004004784080278,True,True,0.07164374439052923,True,True,13.05875876804898,unreviewed,TBD,TBD
83,NICOLAIDES-BARAITSER SYNDROME; NCBRS,chin_height,chin / jaw,chin_height,primary_candidate,24,942,0.1373840461405213,0.1345525109588638,0.176382523906743,0.1763056592284836,-1.1088563923914792,-1.4790391498833972,-0.759427575381009,1.6274149381302962e-05,-0.6215498938428875,-0.6215498938428874,1.0,-1.1182113424064977,-1.4837783404959606,-0.7776427047573125,1.2143764144019184e-05,True,True,0.009354950015018515,True,True,13.050146492361442,unreviewed,TBD,TBD
84,KBG SYNDROME; KBGS,forehead_width_upper,forehead,forehead_width_upper,primary_candidate,32,942,0.7574084019897913,0.7596055416268575,0.7335674050836118,0.7333062338376494,0.8893418681038158,0.5266290872873803,1.2969436471390476,0.0004275432862281,0.4613853503184713,0.4613853503184713,1.0,0.9615294961893618,0.549883016622781,1.334890570606242,7.06592789649351e-05,True,True,0.07218762808554602,True,True,13.024966611932724,unreviewed,TBD,TBD
85,KBG SYNDROME; KBGS,face_triangularity,global face shape / proportions,face_triangularity,primary_candidate,32,942,0.5829466643370826,0.5880912285189064,0.5543925309280083,0.5577225634872556,0.8496307195405961,0.477840515191088,1.1664747522590972,0.000193614994553,0.4812898089171974,0.4812898089171975,1.0,0.9028363445380142,0.5605260114560201,1.2011984893576606,7.485151787137791e-05,True,True,0.0532056249974181,True,True,13.023219469545758,unreviewed,TBD,TBD
86,"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",outer_canthal_distance,eyes / orbital dimensions,outer_canthal_distance,moderate_candidate,14,942,0.6894697745907024,0.6876736660133558,0.646208071321148,0.6447895676793544,1.4421600223620137,0.8772468292974857,2.044104800126611,0.00179197675411,0.6267819229602669,0.6267819229602669,1.0,1.4421600223620137,0.8772468292974857,2.044104800126611,0.001711337800175,True,True,0.0,True,True,13.002160022362014,unreviewed,TBD,TBD
87,Noonan syndrome,cheek_area_mean,cheeks / malar region,cheek_area,primary_candidate,34,942,0.0057816906178946,0.0057361171978506,0.0076107916334751,0.0070658100177614,-0.8020761280070114,-1.1113157822762276,-0.4616186992429497,6.334009543892754e-06,-0.5461471212688898,-0.5461471212688898,1.0,-0.7192948041864394,-1.0485583884420195,-0.3804687788582514,5.94586509348069e-05,True,True,0.08278132382057202,True,True,12.996513480365866,unreviewed,TBD,TBD
88,Rubinstein-Taybi syndrome,chin_width,chin / jaw,chin_width,primary_candidate,24,942,0.305104925117404,0.3035886394274086,0.3263222865223431,0.3239064525203807,-1.1022998754289568,-1.4060854890510923,-0.8247847993454887,5.432683416376405e-06,-0.6510969568294409,-0.6510969568294409,1.0,-1.1353006822268832,-1.4637940483483065,-0.8471232642595157,4.478211197064058e-06,True,True,0.033000806797926385,True,True,12.996298261833104,unreviewed,TBD,TBD
89,Rubinstein-Taybi syndrome,inter_pupillary_distance,ocular position / iris / gaze,inter_pupillary_distance,primary_candidate,24,942,0.4802812395019056,0.4818588175187455,0.4549316656552766,0.4546033363292034,1.0552968007711836,0.6109282871572616,1.4400312856594244,0.0004555494542819,0.5282200990799717,0.5282200990799717,1.0,1.0667482174453162,0.6166691493966191,1.441486106946028,0.0003110196590394,True,True,0.01145141667413263,True,True,12.992393967422919,unreviewed,TBD,TBD
90,SOTOS SYNDROME; SOTOS,eb_thickness_mean,eyebrows,eb_thickness,primary_candidate,25,942,0.0169897507200424,0.0170964800611715,0.0152435255920658,0.0152085555704443,0.9906511112110415,0.446419980618887,1.5581284813873195,0.0031987636745282,0.4495966029723992,0.4495966029723992,1.0,0.9906511112110415,0.446419980618887,1.5581284813873195,0.0032401269979058,True,True,0.0,True,True,12.990651111211042,unreviewed,TBD,TBD
91,"CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER; CHDFIDD",nose_tip_midline_dent,nose,nose_tip_midline_dent,moderate_candidate,15,942,0.0452338633218764,0.0447341340731643,0.0408433944974591,0.0407891897317018,1.3864705722411248,0.8365863626280863,1.9273714351530924,0.000919972515868,0.6356687898089172,0.6356687898089173,1.0,1.3864705722411248,0.8365863626280863,1.9273714351530924,0.0008397423546004,True,True,0.0,True,True,12.986470572241124,unreviewed,TBD,TBD
92,WIEDEMANN-STEINER SYNDROME; WDSTS,canthal_to_pupillary_ratio,eyes / orbital dimensions,canthal_to_pupillary_ratio,moderate_candidate,14,942,0.59738280935225,0.6073664538768462,0.5543305385431464,0.5529700731255355,1.4196749152680972,0.7765088801241998,2.1046348948829356,0.0025853224920596,0.608128601759175,0.6081286017591749,1.0,1.4196749152680972,0.7765088801241998,2.1046348948829356,0.0025503857016263,True,True,0.0,True,True,12.979674915268097,unreviewed,TBD,TBD
93,NICOLAIDES-BARAITSER SYNDROME; NCBRS,face_triangularity,global face shape / proportions,face_triangularity,primary_candidate,24,942,0.5902667326426289,0.5926979555061679,0.5543925309280083,0.5577225634872556,1.0725611543972875,0.780083642531203,1.3853998780049046,2.336197946780192e-05,0.611995753715499,0.611995753715499,1.0,1.099050983053818,0.8166203345509992,1.4046549173220808,1.2614535101911005e-05,True,True,0.02648982865653049,True,True,12.979581497084228,unreviewed,TBD,TBD
94,SOTOS SYNDROME; SOTOS,eb_thickness_r,eyebrows,eb_thickness,primary_candidate,25,942,0.0175833195014882,0.0182193258679105,0.0150932583810383,0.014768934739781,0.9764445264052848,0.5458489835773579,1.389759821965499,0.001028028266151,0.4907006369426752,0.4907006369426752,1.0,0.9764445264052848,0.5458489835773579,1.389759821965499,0.0009471047110473,True,True,0.0,True,True,12.976444526405285,unreviewed,TBD,TBD
95,SOTOS SYNDROME; SOTOS,chin_width,chin / jaw,chin_width,primary_candidate,25,942,0.3076392011741953,0.3083299168625414,0.3263222865223431,0.3239064525203807,-0.9700328643730404,-1.2486680595414388,-0.696063355966493,4.4180440070949795e-05,-0.5835244161358811,-0.5835244161358811,1.0,-0.9700328643730404,-1.2486680595414388,-0.696063355966493,4.317633916024639e-05,True,True,0.0,True,True,12.97003286437304,unreviewed,TBD,TBD
96,Rubinstein-Taybi syndrome,face_triangularity,global face shape / proportions,face_triangularity,primary_candidate,24,942,0.5901861158443334,0.5896660118240787,0.5543925309280083,0.5577225634872556,1.065084860923293,0.669865086561905,1.437088107623945,0.0001141343039164,0.5691790516631281,0.5691790516631281,1.0,1.096195990897323,0.681560828551686,1.466047477755524,8.216284430054116e-05,True,True,0.031111129974029872,True,True,12.962862600975233,unreviewed,TBD,TBD
97,Hutchinson-Gilford progeria,chin_width,chin / jaw,chin_width,moderate_candidate,14,942,0.2965524943067431,0.2874981577674848,0.3263222865223431,0.3239064525203807,-1.5335415778148878,-2.1095289634870813,-0.9047440739213092,0.0001543732325677,-0.7302092811646952,-0.7302092811646952,1.0,-1.6001414581751092,-2.0977810606783156,-1.155813207401183,6.583985686143084e-05,True,True,0.06659988036022146,True,True,12.960341817094445,unreviewed,TBD,TBD
98,SOTOS SYNDROME; SOTOS,nose_tip_to_bridge_ratio,nose,nose_tip_to_bridge_ratio,primary_candidate,25,942,3.2122522155226836,3.2089420225248335,3.3968677627334674,3.378243300922927,-0.9556782130928584,-1.254921682650865,-0.648988261879469,8.856507903470167e-05,-0.5652653927813164,-0.5652653927813163,1.0,-0.9556782130928584,-1.254921682650865,-0.648988261879469,8.168623794462776e-05,True,True,0.0,True,True,12.955678213092858,unreviewed,TBD,TBD
99,Rubinstein-Taybi syndrome,malar_bulge_mean,cheeks / malar region,malar_bulge,primary_candidate,24,942,0.0340538984393892,0.0348351476143261,0.0412305950089593,0.0416614638437925,-1.001558727445106,-1.4628332310859595,-0.4922939641232706,0.0028092798681783,-0.4640835102618542,-0.4640835102618542,1.0,-0.9870599637841392,-1.4466217949510878,-0.4780744431702562,0.0037193031391668,True,True,0.014498763660966918,True,True,12.932561200123173,unreviewed,TBD,TBD
100,SOTOS SYNDROME; SOTOS,eb_lateral_thickness_mean,eyebrows,eb_lateral_thickness,primary_candidate,25,942,0.0010154964842796,0.0010199303334006,0.0009386953303242,0.0009353456561338,0.9251800995178344,0.5014954641159237,1.3568530575789666,0.0027831535866398,0.4554564755838641,0.4554564755838641,1.0,0.9251800995178344,0.5014954641159237,1.3568530575789666,0.0027334544154498,True,True,0.0,True,True,12.925180099517835,unreviewed,TBD,TBD
101,NICOLAIDES-BARAITSER SYNDROME; NCBRS,jaw_bigonial_width,chin / jaw,jaw_bigonial_width,primary_candidate,24,942,0.7658255324977801,0.7636657907895332,0.7939531567265726,0.7939190905288416,-1.1189206981077595,-1.4548046313589584,-0.8243229601317678,1.7992339821009592e-05,-0.6187190375088464,-0.6187190375088465,1.0,-1.2023619203988622,-1.5221441354083904,-0.9063536174397504,4.825349050139548e-06,True,True,0.08344122229110273,True,True,12.912038253525555,unreviewed,TBD,TBD
102,MOWAT-WILSON SYNDROME; MOWS,outer_canthal_distance,eyes / orbital dimensions,outer_canthal_distance,moderate_candidate,15,942,0.6855587475226533,0.6860264182484029,0.646208071321148,0.6447895676793544,1.3069006619235848,0.6594759885925764,2.063116348414206,0.0023611524385852,0.591932059447983,0.5919320594479831,1.0,1.3069006619235848,0.6594759885925764,2.063116348414206,0.0023501703342197,True,True,0.0,True,True,12.906900661923585,unreviewed,TBD,TBD
103,NICOLAIDES-BARAITSER SYNDROME; NCBRS,cupid_bow_drop,philtrum / mouth / lips,cupid_bow_drop,primary_candidate,24,942,0.0283304077090387,0.0280837312254137,0.0224997328687181,0.0223695233020609,1.0996809149598838,0.6321615891417448,1.485508834609093,0.0003549508464846,0.5363588110403397,0.5363588110403397,1.0,1.1809633543851028,0.7090723453599089,1.579309008354488,0.0001236035820675,True,True,0.08128243942521896,True,True,12.897116036109447,unreviewed,TBD,TBD
104,MOWAT-WILSON SYNDROME; MOWS,malar_bulge_mean,cheeks / malar region,malar_bulge,moderate_candidate,15,942,0.0321474050317165,0.0361032370926505,0.0412305950089593,0.0416614638437925,-1.2716446808399222,-1.8800663681058745,-0.7134907324980356,0.0017417125844792,-0.6072186836518046,-0.6072186836518046,1.0,-1.2716446808399222,-1.8800663681058745,-0.7134907324980356,0.001654189339028,True,True,0.0,True,True,12.871644680839921,unreviewed,TBD,TBD
105,NICOLAIDES-BARAITSER SYNDROME; NCBRS,eb_thickness_mean,eyebrows,eb_thickness,primary_candidate,24,942,0.0169273120640424,0.0172657685359045,0.0152435255920658,0.0152085555704443,0.9603032016130756,0.4706222813303458,1.434561301120055,0.0054997272760469,0.4368365180467091,0.4368365180467091,1.0,0.9294750068582828,0.4384118296603201,1.4055474582958776,0.0080427908776122,True,True,0.030828194754792815,True,True,12.85864681210349,unreviewed,TBD,TBD
106,Hutchinson-Gilford progeria,forehead_height,forehead,forehead_height,moderate_candidate,14,942,0.2156333115538676,0.2133892243474965,0.1840860182165468,0.1856654674292423,1.5857537719450985,0.8556221970558706,2.2384444612867167,0.0004800029453346,0.6851683348498635,0.6851683348498636,1.0,1.7321544672755802,1.1082074151584995,2.418291332081143,0.0001188325479473,True,True,0.14640069533048172,True,True,12.852952381284135,unreviewed,TBD,TBD
107,Hutchinson-Gilford progeria,hairline_height,forehead,hairline_height,moderate_candidate,14,942,0.2156333115538676,0.2133892243474965,0.1840860182165468,0.1856654674292423,1.5857537719450985,0.8400388646317968,2.274251836441509,0.0004800029453346,0.6851683348498635,0.6851683348498636,1.0,1.7321544672755802,1.0562599688238985,2.410372187138018,0.0001188325479473,True,True,0.14640069533048172,True,True,12.852952381284135,unreviewed,TBD,TBD
108,CEBALID SYNDROME; CEBALID,inter_pupillary_distance,ocular position / iris / gaze,inter_pupillary_distance,moderate_candidate,12,942,0.4877756997118725,0.4967318040545726,0.4549316656552766,0.4546033363292034,1.36517996714756,0.6543248105474917,2.0363693501824627,0.0060677566404243,0.6088110403397028,0.6088110403397027,0.998,1.36517996714756,0.6543248105474917,2.0363693501824627,0.0059872396566102,True,True,0.0,True,True,12.84317996714756,unreviewed,TBD,TBD
109,AU-KLINE SYNDROME; AUKS,face_aspect_ratio,global face shape / proportions,face_aspect_ratio,moderate_candidate,11,942,0.8409172762334005,0.851018933674008,0.9118919075650824,0.9107374094176942,-1.4015259861771614,-1.888693158681305,-0.965385245125458,0.0010215939330016,-0.7353792704111175,-0.7353792704111175,1.0,-1.4015259861771614,-1.888693158681305,-0.965385245125458,0.0009297652648666,True,True,0.0,True,True,12.84152598617716,unreviewed,TBD,TBD
110,NICOLAIDES-BARAITSER SYNDROME; NCBRS,malar_bulge_mean,cheeks / malar region,malar_bulge,primary_candidate,24,942,0.0339817346639816,0.0323587125933089,0.0412305950089593,0.0416614638437925,-1.0136411404639945,-1.5022065109081344,-0.5466725027563454,0.002056604142053,-0.4750530785562633,-0.4750530785562632,1.0,-0.9447933338175628,-1.4311333425047974,-0.4580857988420495,0.0044789961614428,True,True,0.06884780664643164,True,True,12.835945527171132,unreviewed,TBD,TBD
111,"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",nose_ala_height_r,nose,nose_ala_height,moderate_candidate,14,942,0.0713758920869518,0.0703782153986343,0.0646525145080057,0.064345092646391,1.2650731423689567,0.583923461245775,1.9070073329914867,0.0069568866445743,0.5562632696390658,0.5562632696390659,1.0,1.2650731423689567,0.583923461245775,1.9070073329914867,0.0068895619351107,True,True,0.0,True,True,12.825073142368957,unreviewed,TBD,TBD
112,NICOLAIDES-BARAITSER SYNDROME; NCBRS,nose_bridge_width,nose,nose_bridge_width,primary_candidate,24,942,0.0825495649419241,0.08336833301644,0.0792330153015402,0.0789639324344417,0.9916669165101056,0.5158980187805338,1.4717122808799126,0.0020520546373052,0.4754953998584572,0.4754953998584572,1.0,0.926622150961022,0.427593402741088,1.4111702839379796,0.0039378525249913,True,True,0.06504476554908367,True,True,12.821577385411938,unreviewed,TBD,TBD
